Movie_Name,Movie_Description,Movie_Date_Of_Release,Movie_Genres,Movie_Rate,Movie_Metascore,Movie_Length,Movie_Votes,Movie_Restriction,Movie_Gross
Gehraiyaan,Takes you on a journey into the deep rooted intricacies of modern human relationships.,2022,"Drama, Romance",6.2,,148,42155,,
Wall Street: Money Never Sleeps,"Now out of prison but still disgraced by his peers, Gordon Gekko works his future son-in-law, an idealistic stock broker, when he sees an opportunity to take down a Wall Street enemy and rebuild his empire.",2010,Drama,6.2,59.0,133,102641,PG-13,"52,474,616"
Step Up 2: The Streets,Romantic sparks occur between two dance students from different backgrounds at the Maryland School of the Arts.,2008,"Drama, Music, Romance",6.2,50.0,98,87327,PG-13,"58,017,783"
The Nines,"A troubled actor, a television show runner, and an acclaimed videogame designer find their lives intertwining in mysterious and unsettling ways.",2007,"Drama, Fantasy, Mystery",6.2,52.0,100,33828,R,"62,745"
Birth,A young boy attempts to convince a woman that he is her dead husband reborn.,2004,"Drama, Fantasy, Mystery",6.2,50.0,100,36658,R,"5,005,883"
The Human Stain,"When a disgraced former college dean has a romance with a mysterious younger woman haunted by her dark, twisted past, he is forced to confront a shocking fact about his own life that he has kept secret for fifty years.",2003,"Drama, Romance, Thriller",6.2,57.0,106,30961,R,"5,381,227"
The Hole,Four teenagers at a British private school secretly uncover and explore the depths of a sealed underground hole created decades ago as a possible bomb shelter.,2001,"Drama, Mystery, Thriller",6.2,,102,46530,R,
Save the Last Dance,"A white midwestern girl moves to Chicago, where her new boyfriend is a black teen from the South Side with a rough, semi-criminal past.",2001,"Drama, Music, Romance",6.2,53.0,112,61802,PG-13,"91,057,006"
Message in a Bottle,"A woman discovers a tragic love letter in a bottle on a beach, and is determined to track down its author.",1999,"Drama, Romance",6.2,39.0,126,38338,PG-13,"52,880,016"
Fear,"When Nicole met David; handsome, charming, affectionate, he was everything. It seemed perfect, but soon she sees that David has a darker side. And his adoration turns to obsession, their dream into a nightmare, and her love into fear.",1996,"Drama, Thriller",6.2,51.0,97,48017,R,"20,754,000"
Wolf,Publisher Will Randall becomes a demon wolf and has to fight to keep his job.,1994,"Drama, Horror, Romance",6.2,,125,56463,R,"65,012,000"
Sleeping with the Enemy,"A young woman fakes her own death in an attempt to escape her nightmarish marriage, but discovers it is impossible to elude her controlling husband.",1991,"Drama, Thriller",6.2,48.0,99,57244,R,"101,599,005"
Flashdance,A Pittsburgh woman with two jobs as a welder and an exotic dancer wants to get into ballet school.,1983,"Drama, Music, Romance",6.2,39.0,95,53070,R,"94,900,000"
The Perfection,"When troubled musical prodigy Charlotte seeks out Elizabeth, the new star pupil of her former school, the encounter sends both musicians down a sinister path with shocking consequences.",2018,"Drama, Horror, Music",6.1,60.0,90,42777,TV-MA,
Brightburn,"What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?",2019,"Drama, Horror, Mystery",6.1,44.0,90,96234,R,"17,300,439"
I Kill Giants,Barbara Thorson struggles through life by escaping into a fantasy life of magic and monsters.,2017,"Drama, Fantasy, Thriller",6.1,74.0,106,32300,Not Rated,
We Are Your Friends,"Caught between a forbidden romance and the expectations of his friends, aspiring DJ Cole Carter attempts to find the path in life that leads to fame and fortune.",2015,"Drama, Music, Romance",6.1,46.0,96,38579,R,"3,590,010"
Winter's Tale,"A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.",2014,"Drama, Fantasy, Mystery",6.1,31.0,118,54643,PG-13,"22,451"
Beautiful Creatures,"Ethan Wate longs to escape his small southern town. He meets a mysterious new girl, Lena Duchannes. Together, they uncover dark secrets about their respective families, their history, and their town.",2013,"Drama, Fantasy, Romance",6.1,52.0,124,87629,PG-13,"19,452,138"
Coriolanus,A banished hero of Rome allies with a sworn enemy to take his revenge on the city.,2011,"Drama, Thriller, War",6.1,79.0,123,32221,R,"756,452"
Step Up 3D,A tight-knit group of New York City street dancers find themselves pitted against the world's best hip hop dancers in a high-stakes showdown.,2010,"Drama, Music, Romance",6.1,45.0,107,58080,PG-13,"42,400,223"
Bug,An unhinged war veteran holes up with a lonely woman in a spooky Oklahoma motel room. The line between reality and delusion is blurred as they discover a bug infestation.,2006,"Drama, Horror, Thriller",6.1,62.0,102,35150,R,"7,006,708"
The Final Cut,"Set in a world with memory recording implants, Alan Hakman is a cutter, someone with the power of final edit over people's recorded histories. His latest assignment is one that puts him in danger.",2004,"Drama, Sci-Fi, Thriller",6.1,43.0,95,32979,PG-13,"548,039"
Dragonfly,A grieving doctor is being contacted by his deceased wife through his patients' near death experiences.,2002,"Drama, Fantasy, Mystery",6.1,25.0,104,38520,PG-13,"30,063,805"
Disclosure,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",1994,"Drama, Thriller",6.1,58.0,128,50132,R,"83,015,089"
Relic,"A daughter, mother and grandmother are haunted by a manifestation of dementia that consumes their family's home.",2020,"Drama, Horror, Mystery",6.0,77.0,89,26311,R,
The Lodge,"A soon-to-be stepmom is snowed in with her fiancé's two children at a remote holiday village. Just as relations begin to thaw between the trio, some strange and frightening events take place.",2019,"Drama, Horror, Mystery",6.0,64.0,108,45742,R,
Love II,"Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with Electra. Unaware of the effect it will have on their relationship, they invite their pretty neighbor into their bed.",2015,"Drama, Romance",6.0,51.0,135,57805,TV-MA,
Equals,"In an emotionless utopia, two people fall in love when they regain their feelings from a mysterious disease, causing tensions between them and their society.",2015,"Drama, Romance, Sci-Fi",6.0,43.0,101,30573,PG-13,"32,095"
Circle II,"Held captive and faced with their imminent executions, fifty strangers are forced to choose the one person among them who deserves to live.",2015,"Drama, Horror, Mystery",6.0,,87,55201,Not Rated,
The Signal,"On a road trip, Nic and two friends are drawn to an isolated area by a computer genius. When everything suddenly goes dark, Nic regains consciousness - only to find himself in a waking nightmare.",2014,"Drama, Mystery, Sci-Fi",6.0,54.0,97,65870,PG-13,"600,896"
Greta,A young woman befriends a lonely widow who's harboring a dark and deadly agenda toward her.,2018,"Drama, Mystery, Thriller",6.0,54.0,98,33388,R,"10,519,425"
Rebecca I,"A young newlywed arrives at her husband's imposing family estate on a windswept English coast and finds herself battling the shadow of his first wife, Rebecca, whose legacy lives on in the house long after her death.",2020,"Drama, Mystery, Romance",6.0,46.0,123,41234,PG-13,
Z for Zachariah,"In the wake of a disaster that wipes out most of civilization, two men and a young woman find themselves in an emotionally charged love triangle as the last known survivors.",2015,"Drama, Romance, Sci-Fi",6.0,68.0,98,30969,PG-13,"118,483"
Dream House,"Soon after moving into their seemingly idyllic new home, a family learns of a brutal crime committed against former residents of the dwelling.",2011,"Drama, Mystery, Thriller",6.0,35.0,92,66747,PG-13,"21,283,440"
The Rite,American seminary student Michael Kovak travels to Italy to take an exorcism course.,2011,"Drama, Horror, Mystery",6.0,38.0,114,97585,PG-13,"33,047,633"
Nights in Rodanthe,"A doctor, who is travelling to see his estranged son, sparks with an unhappily married woman at a North Carolina inn.",2008,"Drama, Romance",6.0,39.0,97,25068,PG-13,"41,850,659"
World Trade Center,Two Port Authority police officers become trapped under the rubble of the World Trade Center.,2006,"Drama, History, Thriller",6.0,66.0,129,83513,PG-13,"70,278,893"
The Good German,"While in post-war Berlin to cover the Potsdam Conference, an American military journalist is drawn into a murder investigation that involves his former mistress and his driver.",2006,"Drama, Mystery, Romance",6.0,49.0,105,25155,R,"1,308,696"
Original Sin,"A woman, along with her lover, plans to con a rich man by marrying him, earning his trust, and then running away with all his money. Everything goes as planned until she falls in love with him.",2001,"Drama, Mystery, Romance",6.0,33.0,116,56706,R,"16,252,765"
Hope Floats,"Birdee Calvert must choose between her morals and her heart after her husband divorces her and a charming young man, who her daughter disapproves of, comes back into her life.",1998,"Drama, Romance",6.0,42.0,114,27486,PG-13,"60,053,195"
The Indian in the Cupboard,"Omri, a young boy growing up in Brooklyn, receives an odd variety of presents for his birthday: a wooden cupboard from his older brother, a set of antique keys from his mother, and a plastic Indian from his best friend, Patrick.",1995,"Drama, Family, Fantasy",6.0,58.0,96,29000,PG,"35,617,599"
Indecent Proposal,"A billionaire offers $1,000,000 to a young married couple for one night with the wife.",1993,"Drama, Romance",6.0,35.0,117,70857,R,"106,614,100"
Cam,"Alice, an ambitious camgirl, wakes up one day to discover she's been replaced on her show with an exact replica of herself.",2018,"Drama, Horror, Mystery",5.9,71.0,94,31542,TV-MA,
Antlers,"In an isolated Oregon town, a middle-school teacher and her sheriff brother become embroiled with her enigmatic student, whose dark secrets lead to terrifying encounters with an ancestral creature.",2021,"Drama, Horror, Mystery",5.9,57.0,99,34728,R,
Step Up All In,"All-stars from the previous Step Up installments come together in glittering Las Vegas, battling for a victory that could define their dreams and their careers.",2014,"Drama, Music, Romance",5.9,45.0,112,34417,PG-13,"14,904,384"
Victor Frankenstein,"Told from Igor's perspective, we see the troubled young assistant's dark origins, his redemptive friendship with the young medical student Viktor Von Frankenstein, and become eyewitnesses to the emergence of how Frankenstein became the man - and the legend - we know today.",2015,"Drama, Horror, Sci-Fi",5.9,36.0,110,56716,PG-13,"5,775,076"
The Last Song,"A rebellious girl is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.",2010,"Drama, Music, Romance",5.9,33.0,107,87251,PG,"62,950,384"
After.Life,"After a car accident, a young woman caught between life and death meets a funeral director who claims to have the gift of transitioning the dead into the afterlife.",2009,"Drama, Mystery, Thriller",5.9,36.0,104,38675,R,"108,229"
Premonition I,"A depressed woman learns that her husband was killed in a car accident the previous day, then awakens the next morning to find him alive and well at home; then awakens the day after that to find that he's dead.",2007,"Drama, Fantasy, Mystery",5.9,29.0,96,78497,PG-13,"47,852,604"
Dirty Dancing: Havana Nights,"High school senior Katey moves to Havana in November 1958, when her dad gets a promotion at Ford. She meets a local waiter, who introduces her to sensual Cuban music/dance. They enter a big dance contest for the prize when he gets fired.",2004,"Drama, Music, Romance",5.9,39.0,86,28169,PG-13,"14,161,590"
Captain Corelli's Mandolin,"When a fisherman leaves to fight with the Greek army during World War II, his fiancée falls in love with the local Italian commander.",2001,"Drama, Music, Romance",5.9,36.0,131,34389,R,"25,543,895"
